ProductID,CategoryL1,CategoryL2,Tags,PopularityRank,PopularityScore,SavingAmount
P20372,Automotive,Electronics for Cars,for kids,20648,2.2504419729287998e-08,3.0
P20373,Beauty,Makeup,"lightweight, eco-friendly, wireless",15584,3.6308324451404194e-08,3.34
P20374,Grocery,Frozen Foods,"essential item, modern design",3784,4.0275736207998103e-07,3.0
P20375,Toys,Dolls,"imported, vintage style, new arrival",25727,1.5484559521133018e-08,3.0
P20376,Automotive,Accessories,easy to use,18104,2.8141269496952453e-08,7.3
P20377,Books,Mystery,"smart device, eco-friendly",7155,1.363716264205769e-07,6.16
P20378,Beauty,Makeup,for kids,27945,1.3453751792273585e-08,3.0
P20379,Grocery,Beverages,"limited edition, heavy-duty, vegan friendly",25949,1.526002835468774e-08,3.0
P20380,Electronics,Smart Home,vintage style,6220,1.7302814462572632e-07,12.18
P20381,Health,Personal Care,"bestseller, new arrival, collectible, smart device",12047,5.62427124224211e-08,3.0
P20382,Toys,Board Games,wireless,29270,1.2434885100991153e-08,3.0
P20383,Home & Kitchen,Cookware,"vegan friendly, top rated, limited edition, vintage style",17479,2.987323221677258e-08,3.0
P20384,Sports,Water Sports,"lightweight, vintage style, wireless, modern design, locally sourced",12806,5.0694104894997026e-08,3.0
P20385,Grocery,Frozen Foods,"premium quality, heavy-duty, new arrival",25769,1.5441679830199524e-08,7.78
P20386,Home & Kitchen,Cookware,smart device,15943,3.4929416156878994e-08,12.68
P20387,Grocery,Pantry Staples,"essential item, bestseller, durable",9904,7.846614762556311e-08,3.0
P20388,Fashion,Jewelry,"lightweight, heavy-duty, organic certified, gluten-free, smart device",24009,1.7415040272799865e-08,4.49
P20389,Automotive,Accessories,"bestseller, customer favorite, modern design, lightweight, for adults",13513,4.626817657810204e-08,3.37
P20390,Home & Kitchen,Cookware,premium quality,29373,1.2360848565906535e-08,3.0
P20391,Beauty,Skincare,"smart device, imported",27089,1.4184445090204714e-08,7.28
P20392,Grocery,Beverages,"top rated, vegan friendly, gift idea, easy to use",12874,5.0239747349147484e-08,4.21
P20393,Automotive,Car Parts,"customer favorite, gluten-free, vegan friendly, lightweight",6973,1.424777256744689e-07,19.29
P20394,Sports,Fitness Gear,"heavy-duty, durable, easy to use, organic certified, wireless",29576,1.2216965880902395e-08,10.29
P20395,Beauty,Wellness,"imported, eco-friendly",18920,2.610925502885987e-08,3.0
P20396,Electronics,Mobiles,"customer favorite, smart device, easy to use",25225,1.6012067325843013e-08,3.35
P20397,Beauty,Wellness,"bestseller, lightweight, for kids",5016,2.4943225188262246e-07,25.0
P20398,Toys,Educational Toys,"collectible, limited edition, imported, top rated, smart device",17040,3.119335595751174e-08,3.0
P20399,Books,Non-Fiction,"eco-friendly, locally sourced",6561,1.5801973919284146e-07,4.0
P20400,Sports,Racquet Sports,"bestseller, on sale",17018,3.1261939768837634e-08,4.56
P20401,Grocery,Dairy & Eggs,new arrival,5961,1.8600212151380332e-07,3.0
P20402,Fashion,Watches,"collectible, vintage style, modern design",19389,2.5044721506606443e-08,25.0
P20403,Sports,Team Sports Gear,"organic certified, handmade, for kids, gift idea",9356,8.643846431840724e-08,3.27
P20404,Books,Fiction,"heavy-duty, imported, bestseller, easy to use, gift idea",24994,1.626445830656508e-08,6.53
P20405,Beauty,Haircare,"collectible, vintage style, handmade, eco-friendly, smart device",18075,2.821806858600388e-08,11.6
P20406,Grocery,Pantry Staples,"collectible, gift idea",24674,1.6624674550438306e-08,4.39
P20407,Grocery,Organic Foods,"collectible, new arrival",352,2.282642383892691e-05,3.0
P20408,Fashion,Kids' Fashion,"gift idea, smart device, customer favorite, wireless",25925,1.5284051917687667e-08,10.54
P20409,Home & Kitchen,Furniture,"organic certified, smart device, essential item",18557,2.698343282563525e-08,10.38
P20410,Books,Mystery,"eco-friendly, essential item, bestseller, smart device, collectible",18397,2.7383596742858134e-08,3.0
P20411,Sports,Cycling,"bestseller, top rated, organic certified",380,2.0041410823308054e-05,12.43
P20412,Health,Personal Care,"lightweight, top rated, collectible, durable, bestseller",410,1.7612777487406643e-05,3.0
P20413,Automotive,Tools,"top rated, essential item, easy to use, organic certified",22099,2.0050580355950357e-08,3.0
P20414,Home & Kitchen,Decor,vegan friendly,4428,3.0832409406529795e-07,3.0
P20415,Automotive,Electronics for Cars,"heavy-duty, limited edition, new arrival",6051,1.8132356322316435e-07,3.0
P20416,Sports,Team Sports Gear,gluten-free,18506,2.710997122070038e-08,9.65
P20417,Health,Personal Care,"gluten-free, gift idea, locally sourced, budget-friendly",17004,3.130570879702562e-08,3.0
P20418,Electronics,Cameras,modern design,7334,1.3076179249403965e-07,4.31
P20419,Electronics,Accessories,"wireless, budget-friendly",6404,1.6466191251094263e-07,3.0
P20420,Beauty,Wellness,organic certified,24782,1.650169688296061e-08,5.57
P20421,Fashion,Watches,"handmade, gift idea, new arrival, bestseller, vintage style",8543,1.0088409769725359e-07,10.26
P20422,Health,Medical Supplies,easy to use,3849,3.912631580657553e-07,13.02
P20423,Sports,Outdoor Equipment,"vegan friendly, gift idea",2274,9.572307078018355e-07,3.0
P20424,Health,Vitamins,"on sale, organic certified",28005,1.3404787199024718e-08,3.0
P20425,Beauty,Fragrance,"lightweight, wireless",5304,2.2684772525682354e-07,3.0
P20426,Home & Kitchen,Storage,"on sale, premium quality, locally sourced, gluten-free",13724,4.506539675124251e-08,8.07
P20427,Grocery,Beverages,"imported, modern design, for kids",28894,1.2711223896650644e-08,3.91
P20428,Automotive,Car Care,"eco-friendly, customer favorite, on sale, top rated",19586,2.461799218981413e-08,7.1
P20429,Toys,Educational Toys,"bestseller, for kids, smart device, heavy-duty, new arrival",2115,1.0827614199314918e-06,3.0
P20430,Toys,Educational Toys,"gift idea, eco-friendly, lightweight, on sale",7386,1.2920061746900596e-07,4.36
P20431,Fashion,Footwear,modern design,12697,5.1436155613854966e-08,8.25
P20432,Electronics,Laptops,"new arrival, smart device, limited edition",25199,1.6040163239568498e-08,4.07
P20433,Automotive,Accessories,"gift idea, lightweight, budget-friendly",13979,4.367682156890029e-08,3.0
P20434,Automotive,Accessories,"locally sourced, gluten-free, limited edition, on sale",13413,4.685612105681119e-08,3.0
P20435,Electronics,Wearables,limited edition,460,1.4483452221181929e-05,8.66
P20436,Beauty,Skincare,"on sale, gift idea",21784,2.054595992537498e-08,22.06
P20437,Toys,Remote Control,"gluten-free, gift idea",18374,2.7441894754584014e-08,3.0
P20438,Health,Medical Supplies,"imported, smart device, handmade, budget-friendly, vegan friendly",26066,1.5143767742024905e-08,4.01
P20439,Grocery,Snacks,organic certified,11714,5.898770930885431e-08,3.0
P20440,Fashion,Kids' Fashion,"top rated, locally sourced, imported, limited edition",5915,1.8846787402901293e-07,3.0
P20441,Electronics,Laptops,"on sale, locally sourced, wireless, smart device, vintage style",17443,2.9978120262114025e-08,25.0
P20442,Books,Mystery,"new arrival, top rated",25132,1.6112926204723075e-08,3.23
P20443,Fashion,Kids' Fashion,"limited edition, eco-friendly",20224,2.3312368995704205e-08,3.0
P20444,Sports,Cycling,"essential item, handmade",20836,2.216031921179167e-08,3.28
P20445,Health,Personal Care,"customer favorite, top rated",8243,1.0720508737615007e-07,4.4
P20446,Automotive,Electronics for Cars,"for adults, collectible, essential item",11981,5.6770430683818595e-08,3.0
P20447,Electronics,Audio,"durable, for kids",24784,1.6499433156978674e-08,3.0
P20448,Sports,Outdoor Equipment,eco-friendly,25148,1.6095502394023062e-08,3.0
P20449,Health,Vitamins,"for adults, premium quality",16104,3.4337842925018346e-08,3.84
P20450,Electronics,Accessories,gluten-free,11637,5.965277431339434e-08,9.77
P20451,Health,Wellness Devices,"top rated, gift idea",25747,1.5464117066614158e-08,3.22
P20452,Beauty,Makeup,"gift idea, top rated",8698,9.784697848760021e-08,3.0
P20453,Sports,Fitness Gear,"imported, for adults, gift idea",22808,1.90025619719072e-08,25.0
P20454,Beauty,Fragrance,imported,9564,8.326704262516555e-08,3.0
P20455,Automotive,Accessories,"for adults, limited edition, top rated, handmade, wireless",6302,1.6921822172282984e-07,3.0
P20456,Electronics,Audio,"imported, locally sourced, new arrival",13891,4.4148244149005104e-08,3.0
P20457,Books,Mystery,"imported, modern design, customer favorite",11721,5.892783327395509e-08,3.0
P20458,Health,Supplements,"premium quality, collectible, modern design",16700,3.228065987515764e-08,3.0
P20459,Home & Kitchen,Cookware,essential item,28611,1.2925705043026985e-08,25.0
P20460,Fashion,Kids' Fashion,"locally sourced, top rated, customer favorite",28066,1.3355296043826037e-08,3.75
P20461,Home & Kitchen,Storage,"modern design, gift idea",23999,1.7427378239357852e-08,7.65
P20462,Home & Kitchen,Furniture,"easy to use, vintage style, vegan friendly, durable",28918,1.2693295019268237e-08,3.0
P20463,Home & Kitchen,Storage,"vegan friendly, budget-friendly, new arrival, collectible",3754,4.0824431789792454e-07,3.65
P20464,Health,Wellness Devices,"vegan friendly, premium quality, smart device, durable, limited edition",12390,5.362152781873088e-08,3.13
P20465,Sports,Team Sports Gear,collectible,21605,2.0836182120042046e-08,15.86
P20466,Books,Non-Fiction,"essential item, easy to use",3461,4.6872453408810595e-07,8.86
P20467,Toys,Puzzles,"eco-friendly, collectible",6257,1.7129233966662092e-07,3.0
P20468,Fashion,Jewelry,"durable, lightweight",8245,1.0716088284606765e-07,4.14
P20469,Electronics,Mobiles,"bestseller, on sale",9480,8.452520473609896e-08,4.91
P20470,Grocery,Beverages,"gluten-free, for adults, top rated",9092,9.074848404408695e-08,3.0
P20471,Electronics,Mobiles,"top rated, durable, budget-friendly, gift idea, essential item",5880,1.903789602176279e-07,4.44
P20472,Books,Non-Fiction,"for adults, locally sourced, organic certified",17115,3.0961334322690306e-08,3.0
P20473,Home & Kitchen,Cookware,"limited edition, collectible",16921,3.156720724950339e-08,5.77
P20474,Books,Sci-Fi,"vegan friendly, durable, customer favorite, collectible, gift idea",25496,1.572381476899685e-08,8.3
P20475,Sports,Team Sports Gear,"lightweight, essential item",5486,2.1420299521182919e-07,3.0
P20476,Books,Fiction,"wireless, collectible",14957,3.893361819646841e-08,3.0
P20477,Books,Sci-Fi,"modern design, easy to use, on sale, budget-friendly",222,4.997586828112597e-05,5.49
P20478,Grocery,Snacks,"premium quality, for kids, on sale",5669,2.0258133462174519e-07,3.0
P20479,Toys,Dolls,"handmade, modern design",6744,1.5079972519401553e-07,3.0
P20480,Home & Kitchen,Storage,"vintage style, customer favorite, wireless, eco-friendly, for kids",10939,6.626717348615791e-08,3.0
P20481,Books,Comics,"essential item, limited edition, handmade, eco-friendly",10628,6.959736176973772e-08,3.0
P20482,Beauty,Wellness,"limited edition, on sale, vegan friendly, for kids, wireless",28655,1.2891982375115226e-08,5.5
P20483,Beauty,Makeup,"handmade, heavy-duty",25403,1.582180001837908e-08,3.0
P20484,Toys,Board Games,"durable, imported, limited edition, bestseller, modern design",5158,2.378713463022457e-07,3.0
P20485,Home & Kitchen,Furniture,"handmade, gift idea, eco-friendly",17314,3.035881407546401e-08,4.7
P20486,Beauty,Men's Grooming,for adults,29261,1.2441387757174385e-08,3.0
P20487,Home & Kitchen,Furniture,wireless,9446,8.504306514355774e-08,4.41
P20488,Sports,Racquet Sports,"vintage style, handmade, organic certified, heavy-duty, lightweight",15616,3.618193126878381e-08,3.0
P20489,Beauty,Haircare,"vintage style, locally sourced",4190,3.386854703963012e-07,3.0
P20490,Grocery,Snacks,heavy-duty,21196,2.15242861191753e-08,3.0
P20491,Books,Comics,smart device,27021,1.424518176724853e-08,3.0
P20492,Health,Personal Care,"new arrival, gluten-free",13985,4.3644970537086216e-08,3.0
P20493,Grocery,Beverages,"handmade, organic certified, durable, imported, limited edition",17502,2.980652520783135e-08,6.88
P20494,Automotive,Car Parts,"premium quality, collectible",7533,1.2494384313118454e-07,3.0
P20495,Books,Children's Books,"durable, budget-friendly, organic certified",13595,4.579475549391656e-08,3.0
P20496,Sports,Cycling,"budget-friendly, heavy-duty, new arrival, locally sourced, vegan friendly",3300,5.082609069226379e-07,3.0
P20497,Books,Comics,for adults,3134,5.548711162208938e-07,3.0
P20498,Electronics,Audio,"lightweight, smart device, premium quality",16536,3.282680510316373e-08,25.0
P20499,Sports,Fitness Gear,"gluten-free, essential item, modern design, lightweight",4983,2.522469342725537e-07,3.0
P20500,Automotive,Accessories,"new arrival, smart device, vintage style, heavy-duty, bestseller",27226,1.40633205711309e-08,3.0
P20501,Beauty,Skincare,"eco-friendly, smart device, limited edition",18753,2.6505751603680103e-08,24.11
P20502,Toys,Board Games,"gift idea, budget-friendly, eco-friendly, gluten-free",22484,1.947042021228099e-08,3.0
P20503,Automotive,Tools,"essential item, wireless, easy to use, vintage style, organic certified",13545,4.608250606627281e-08,3.0
P20504,Books,Mystery,"lightweight, customer favorite, eco-friendly",16634,3.249870230889858e-08,3.0
P20505,Grocery,Organic Foods,"wireless, durable",917,4.482626293504432e-06,3.0
P20506,Grocery,Frozen Foods,"organic certified, vegan friendly, smart device",24284,1.708110741298909e-08,8.55
P20507,Toys,Board Games,"organic certified, essential item, smart device, vintage style, on sale",29848,1.2028306985567487e-08,23.05
P20508,Beauty,Fragrance,"vintage style, easy to use, handmade",28504,1.3008299545417613e-08,3.0
P20509,Health,Wellness Devices,lightweight,3929,3.778165307714813e-07,3.0
P20510,Health,Vitamins,"eco-friendly, top rated, on sale",20774,2.2272870320327143e-08,3.61
P20511,Fashion,Footwear,"for adults, essential item, on sale",23117,1.8572779415664163e-08,3.0
P20512,Grocery,Frozen Foods,"lightweight, gluten-free, essential item, imported, for adults",4112,3.496794615021866e-07,6.65
P20513,Beauty,Makeup,durable,9709,8.116405808711474e-08,3.0
P20514,Beauty,Haircare,"gluten-free, on sale, essential item, vegan friendly",9501,8.420784709923725e-08,3.0
P20515,Home & Kitchen,Cookware,"bestseller, lightweight, easy to use, on sale, eco-friendly",19961,2.383694003522064e-08,18.99
P20516,Health,Supplements,"modern design, new arrival, heavy-duty, budget-friendly",17194,3.0719888621225707e-08,3.0
P20517,Electronics,Accessories,"essential item, wireless",9452,8.495131244267592e-08,3.0
P20518,Fashion,Kids' Fashion,"limited edition, handmade",29052,1.2593926214606924e-08,3.0
P20519,Sports,Team Sports Gear,"handmade, new arrival",12058,5.615551696032987e-08,3.0
P20520,Electronics,Wearables,"gluten-free, customer favorite",27932,1.3464398231689505e-08,3.29
P20521,Health,Supplements,"wireless, gift idea, heavy-duty, premium quality, vegan friendly",13249,4.784638545830742e-08,6.96
P20522,Home & Kitchen,Furniture,"lightweight, imported, customer favorite",23924,1.752035717200936e-08,3.0
P20523,Health,Wellness Devices,"durable, smart device, for kids, imported",16441,3.314991468062403e-08,9.09
P20524,Beauty,Haircare,"for adults, imported, limited edition, eco-friendly, locally sourced",18716,2.6594892719697872e-08,3.0
P20525,Automotive,Tools,"customer favorite, new arrival, gluten-free, heavy-duty",27831,1.3547570684343389e-08,3.85
P20526,Beauty,Men's Grooming,"vintage style, locally sourced",26948,1.431084536825568e-08,3.59
P20527,Automotive,Electronics for Cars,"bestseller, vegan friendly, for adults, customer favorite, imported",26153,1.5058226709678916e-08,3.0
P20528,Books,Fiction,organic certified,7097,1.3827167885925934e-07,25.0
P20529,Electronics,Wearables,for kids,3959,3.729624008789303e-07,3.0
P20530,Books,Non-Fiction,"gluten-free, for adults",23040,1.8678422629010683e-08,3.0
P20531,Sports,Outdoor Equipment,"premium quality, top rated",10749,6.827075378182114e-08,3.0
P20532,Sports,Water Sports,"limited edition, collectible",2105,1.09152034391827e-06,7.49
P20533,Home & Kitchen,Decor,"budget-friendly, easy to use, for adults, premium quality",25746,1.5465138171111694e-08,3.0
P20534,Health,Wellness Devices,wireless,29255,1.24457258622608e-08,3.0
P20535,Books,Mystery,"vintage style, smart device, lightweight",18201,2.7886787057196517e-08,3.0
P20536,Electronics,Mobiles,"heavy-duty, on sale, durable",18376,2.7436817540394766e-08,3.0
P20537,Beauty,Skincare,"essential item, lightweight, organic certified",28825,1.2762994077667189e-08,3.0
P20538,Electronics,Laptops,"collectible, lightweight, imported, new arrival",23272,1.836297744796572e-08,3.0
P20539,Home & Kitchen,Lighting,"gluten-free, easy to use, vegan friendly, vintage style, on sale",4665,2.821711467263611e-07,3.0
P20540,Sports,Outdoor Equipment,"gluten-free, new arrival",26227,1.4986070012938155e-08,3.0
P20541,Beauty,Wellness,"gift idea, durable, bestseller, new arrival, limited edition",8400,1.0382109822391667e-07,6.14
P20542,Sports,Cycling,"premium quality, organic certified, modern design, locally sourced",28297,1.3170483958300914e-08,3.0
P20543,Health,Vitamins,"budget-friendly, for adults, organic certified, limited edition",16687,3.232342352888087e-08,3.0
P20544,Fashion,Women's Apparel,"vintage style, gift idea, lightweight, vegan friendly, for adults",11096,6.468110685310977e-08,4.09
P20545,Grocery,Frozen Foods,"for adults, vegan friendly, gift idea, heavy-duty",25205,1.6033672621306844e-08,8.66
P20546,Electronics,Laptops,"new arrival, smart device, customer favorite, heavy-duty",26175,1.50367171779548e-08,3.0
P20547,Toys,Action Figures,"new arrival, durable",11353,6.221173601937895e-08,9.95
P20548,Grocery,Snacks,"heavy-duty, wireless, limited edition",15273,3.757413633733177e-08,3.0
P20549,Home & Kitchen,Lighting,"new arrival, limited edition, for adults, collectible",25477,1.574375478444833e-08,3.0
P20550,Fashion,Watches,"premium quality, vintage style, handmade",6625,1.5543342054879392e-07,3.0
P20551,Beauty,Makeup,customer favorite,27243,1.4048405136239752e-08,3.0
P20552,Fashion,Jewelry,"new arrival, bestseller",13517,4.6244902847749964e-08,3.0
P20553,Beauty,Men's Grooming,"collectible, bestseller",10638,6.948617866722427e-08,5.08
P20554,Automotive,Tools,"heavy-duty, new arrival, locally sourced",9652,8.198057731893748e-08,3.0
P20555,Electronics,Accessories,"heavy-duty, vintage style",11908,5.736333608510269e-08,3.0
P20556,Home & Kitchen,Cookware,for adults,23056,1.8656392368448993e-08,3.0
P20557,Beauty,Makeup,bestseller,18492,2.71448721655112e-08,6.4
P20558,Books,Mystery,"vegan friendly, premium quality, on sale, collectible, lightweight",27902,1.3489018068729737e-08,3.0
P20559,Toys,Board Games,"gluten-free, customer favorite",23726,1.7769643320014853e-08,3.0
P20560,Health,Medical Supplies,lightweight,2707,7.11754743265678e-07,25.0
P20561,Toys,Remote Control,"premium quality, limited edition",18266,2.7718296382836766e-08,3.0
P20562,Fashion,Watches,"customer favorite, smart device",28628,1.2912659240579367e-08,3.0
P20563,Toys,Educational Toys,organic certified,29856,1.20228283670981e-08,3.0
P20564,Electronics,Smart Home,durable,27730,1.363156210611404e-08,3.0
P20565,Beauty,Men's Grooming,"new arrival, lightweight",16537,3.2823430586167764e-08,25.0
P20566,Beauty,Haircare,"imported, wireless",8799,9.594531317372783e-08,25.0
P20567,Automotive,Car Parts,"budget-friendly, limited edition, vegan friendly, premium quality",4536,2.959485570639517e-07,3.0
P20568,Toys,Board Games,"lightweight, organic certified, locally sourced, premium quality, new arrival",1612,1.7180659912843696e-06,3.0
P20569,Beauty,Makeup,"vintage style, on sale, lightweight, smart device, durable",18631,2.680148901877971e-08,6.19
P20570,Health,Vitamins,"gluten-free, limited edition, eco-friendly",24776,1.6508491021414855e-08,3.0
P20571,Toys,Remote Control,"eco-friendly, heavy-duty, locally sourced, bestseller",4348,3.1803007720091167e-07,3.0
P20572,Automotive,Tools,"bestseller, on sale, handmade, essential item",23641,1.787839267613049e-08,3.0
P20573,Automotive,Accessories,"organic certified, vintage style",5175,2.3654447184520488e-07,3.0
P20574,Electronics,Laptops,"new arrival, wireless",5668,2.026420984775176e-07,3.0
P20575,Health,Supplements,"locally sourced, essential item, vegan friendly, for adults, on sale",509,1.2193831091181352e-05,25.0
P20576,Home & Kitchen,Appliances,"organic certified, heavy-duty, for kids, eco-friendly, vintage style",14295,4.2048192654377185e-08,12.9
P20577,Automotive,Car Care,"vintage style, gift idea, easy to use, locally sourced, bestseller",17556,2.965083527873295e-08,3.0
P20578,Grocery,Beverages,"smart device, for kids, top rated, easy to use, locally sourced",4803,2.685276477758648e-07,3.0
P20579,Books,Comics,organic certified,7546,1.2457814028276696e-07,3.0
P20580,Toys,Dolls,for adults,11751,5.867231174942796e-08,3.0
P20581,Beauty,Fragrance,"vegan friendly, smart device, lightweight",4054,3.582267718523078e-07,25.0
P20582,Toys,Board Games,limited edition,9937,7.802367678993116e-08,3.0
P20583,Electronics,Audio,"modern design, customer favorite, handmade, collectible, on sale",17890,2.871592602599313e-08,3.0
P20584,Home & Kitchen,Decor,"heavy-duty, budget-friendly, durable, modern design, handmade",11164,6.401278133593904e-08,3.0
P20585,Beauty,Wellness,"limited edition, heavy-duty, on sale",15627,3.613864494322129e-08,3.0
P20586,Automotive,Electronics for Cars,"eco-friendly, locally sourced, gluten-free, smart device",19686,2.4405779743653267e-08,3.0
P20587,Sports,Fitness Gear,"on sale, organic certified",14047,4.331799179913958e-08,3.1
P20588,Health,Personal Care,"vegan friendly, easy to use, for adults, limited edition",3623,4.33654879048802e-07,25.0
P20589,Books,Sci-Fi,collectible,3580,4.425468558369223e-07,4.98
P20590,Fashion,Kids' Fashion,modern design,28416,1.30768577614551e-08,3.0
P20591,Health,Supplements,"modern design, wireless",14740,3.991302856097204e-08,3.88
P20592,Grocery,Snacks,"new arrival, limited edition, top rated, bestseller, modern design",12228,5.483478863230946e-08,4.59
P20593,Toys,Remote Control,"lightweight, handmade",17094,3.102602338535808e-08,3.0
P20594,Electronics,Accessories,"organic certified, wireless, gluten-free, top rated",7267,1.3281790711189665e-07,3.0
P20595,Health,Wellness Devices,"essential item, new arrival",14597,4.058002135281884e-08,3.0
P20596,Health,Vitamins,"customer favorite, wireless, essential item",4761,2.7256713945568764e-07,3.0
P20597,Automotive,Accessories,gift idea,13269,4.772385031795204e-08,3.31
P20598,Sports,Outdoor Equipment,"eco-friendly, new arrival, limited edition, lightweight",21654,2.075609165090014e-08,3.0
P20599,Fashion,Footwear,"modern design, customer favorite, for adults",10088,7.604869742742695e-08,3.82
P20600,Health,Personal Care,"modern design, locally sourced, gift idea, bestseller, smart device",13528,4.61809958732278e-08,4.15
P20601,Grocery,Pantry Staples,vegan friendly,10290,7.352825644012995e-08,3.0
P20602,Books,Fiction,"essential item, gift idea, gluten-free",26252,1.4961816787704152e-08,3.0
P20603,Health,Wellness Devices,"gift idea, bestseller",15307,3.743236483989309e-08,3.48
P20604,Electronics,Cameras,"locally sourced, modern design, smart device, gift idea, top rated",15372,3.716368463012795e-08,3.0
P20605,Grocery,Dairy & Eggs,"on sale, for kids, premium quality, vintage style, imported",3974,3.705723726400865e-07,4.81
P20606,Grocery,Organic Foods,new arrival,9432,8.525776788864766e-08,19.09
P20607,Grocery,Snacks,"modern design, durable, handmade, top rated",7888,1.1553582546234502e-07,3.0
P20608,Books,Sci-Fi,"premium quality, lightweight",8327,1.0537312136883378e-07,3.0
P20609,Automotive,Accessories,"limited edition, handmade, budget-friendly, new arrival, customer favorite",11665,5.940956076972047e-08,7.88
P20610,Home & Kitchen,Storage,"collectible, for adults, vegan friendly",19966,2.382679297366899e-08,3.0
P20611,Sports,Outdoor Equipment,"collectible, locally sourced",12391,5.36141713485159e-08,3.0
P20612,Electronics,Cameras,top rated,28822,1.276525254831736e-08,7.64
P20613,Automotive,Accessories,on sale,5891,1.8977502888765105e-07,3.0
P20614,Beauty,Fragrance,"gift idea, essential item, durable, bestseller",20198,2.336340726132266e-08,3.0
P20615,Health,Supplements,"bestseller, vegan friendly, essential item",18450,2.725000429199036e-08,10.69
P20616,Toys,Educational Toys,"bestseller, easy to use, gluten-free, eco-friendly, imported",25264,1.5970069764156394e-08,3.0
P20617,Fashion,Jewelry,"locally sourced, eco-friendly, organic certified, bestseller, smart device",5998,1.8405576307486313e-07,10.18
P20618,Toys,Puzzles,collectible,2356,9.01285571236551e-07,3.36
P20619,Electronics,Laptops,"heavy-duty, collectible, eco-friendly, organic certified, handmade",27583,1.3755293321534455e-08,3.0
P20620,Automotive,Car Parts,"gluten-free, essential item, eco-friendly, bestseller",24387,1.695864549690716e-08,3.0
P20621,Grocery,Frozen Foods,"heavy-duty, customer favorite, modern design, on sale",29443,1.2310931210536428e-08,4.66
P20622,Home & Kitchen,Appliances,"vegan friendly, on sale, durable, gluten-free",9491,8.435873333380149e-08,3.0
P20623,Sports,Water Sports,"premium quality, handmade, eco-friendly",8300,1.0595651067517116e-07,3.08
P20624,Sports,Fitness Gear,"for adults, locally sourced, gluten-free, organic certified",27800,1.357326261213761e-08,12.44
P20625,Grocery,Frozen Foods,"vegan friendly, for kids, modern design, new arrival",466,1.4167862928577686e-05,7.67
P20626,Health,Medical Supplies,"easy to use, heavy-duty, on sale, vintage style",22715,1.9135012263694253e-08,3.0
P20627,Grocery,Snacks,"essential item, eco-friendly, smart device, heavy-duty, durable",27483,1.3840486960095947e-08,7.53
P20628,Toys,Board Games,"top rated, vintage style, modern design",19596,2.4596639305808907e-08,3.0
P20629,Grocery,Organic Foods,on sale,12512,5.273572902670382e-08,3.0
P20630,Sports,Fitness Gear,top rated,28727,1.2837100415442598e-08,18.07
P20631,Books,Comics,"vegan friendly, limited edition, heavy-duty, handmade, top rated",10353,7.276924031054989e-08,3.32
P20632,Beauty,Men's Grooming,"lightweight, for adults, collectible",17506,2.9794948139291964e-08,3.0
P20633,Beauty,Fragrance,"imported, organic certified",15615,3.618587047223167e-08,3.0
P20634,Books,Non-Fiction,gift idea,22250,1.981980506923536e-08,4.34
P20635,Sports,Cycling,"durable, collectible, modern design",5112,2.4152159500675336e-07,8.05
P20636,Home & Kitchen,Decor,"smart device, modern design, bestseller",24380,1.696692392844737e-08,3.0
P20637,Toys,Action Figures,vegan friendly,24534,1.6786269497062517e-08,3.0
P20638,Electronics,Wearables,"bestseller, on sale",1618,1.7072492298898777e-06,3.0
P20639,Toys,Educational Toys,"durable, imported, essential item",24703,1.659151017125537e-08,3.0
P20640,Sports,Fitness Gear,"organic certified, for kids, vegan friendly, customer favorite, bestseller",23595,1.7937686768330865e-08,9.01
P20641,Sports,Racquet Sports,"collectible, durable",19509,2.478340020774964e-08,7.89
P20642,Books,Non-Fiction,"eco-friendly, on sale, customer favorite, wireless",24851,1.6423882409756543e-08,3.0
P20643,Home & Kitchen,Lighting,"vintage style, heavy-duty",16076,3.443957703404783e-08,3.0
P20644,Automotive,Tools,"on sale, new arrival, heavy-duty, eco-friendly, for kids",22737,1.9103547819093064e-08,3.0
P20645,Grocery,Beverages,"customer favorite, vintage style",24748,1.654025582298565e-08,3.0
P20646,Books,Non-Fiction,"gift idea, budget-friendly",20050,2.3657342859385865e-08,3.0
P20647,Sports,Fitness Gear,"customer favorite, locally sourced",28634,1.2908059832023625e-08,3.0
P20648,Home & Kitchen,Appliances,"on sale, premium quality, lightweight",25499,1.5720670012216094e-08,3.0
P20649,Sports,Water Sports,"locally sourced, for adults, handmade",29711,1.2122747150087193e-08,3.56
P20650,Grocery,Beverages,"premium quality, heavy-duty, collectible",8497,1.0181431737361449e-07,25.0
P20651,Automotive,Accessories,"for kids, wireless, premium quality",22760,1.9070740942809423e-08,6.74
P20652,Fashion,Watches,"on sale, gluten-free, easy to use, top rated",19547,2.4701550404823877e-08,3.0
P20653,Books,Comics,"on sale, vintage style, heavy-duty",18296,2.7641076132283002e-08,3.0
P20654,Fashion,Jewelry,"new arrival, wireless, for kids",6192,1.743603747666081e-07,3.0
P20655,Grocery,Frozen Foods,"customer favorite, heavy-duty, imported, locally sourced",24312,1.7047678121449236e-08,3.0
P20656,Health,Personal Care,"heavy-duty, durable, new arrival, top rated",22307,1.973378628317488e-08,3.0
P20657,Beauty,Fragrance,"easy to use, wireless, lightweight",9398,8.578278774044714e-08,7.9
P20658,Grocery,Snacks,"vintage style, lightweight, budget-friendly, modern design, on sale",3662,4.2583291448467895e-07,3.0
